,code,name,sector,shares,stock price,asset per company,dividend yield,PER,PBR,sales,operationg income,operationg margin,current ratio,dividend,payout ratio
1680,5444,大和工業(株),鉄鋼,0,"2,564.00",0.0,3.12,7.52,0.55,"201,299.00","31,501.00",4.53,5.32,65.00,18.95
1681,5445,東京鐵鋼(株),鉄鋼,0,"1,433.00",0.0,1.40,4.25,0.34,"64,443.00","3,398.00",0.86,1.67,20.00,5.92
1682,5446,北越メタル(株),鉄鋼,0,"1,346.00",0.0,2.01,36.81,0.34,"24,336.30",220.39,0.67,2.15,12.00,32.82
1683,5449,大阪製鐵(株),鉄鋼,0,"1,621.00",0.0,1.82,15.31,0.44,"96,569.00","6,494.00",7.00,3.34,34.00,32.07
1684,5451,(株)淀川製鋼所,鉄鋼,0,"1,986.00",0.0,3.52,9.45,0.39,"167,419.00","9,162.00",3.14,4.44,70.00,33.39
1685,5458,高砂鐵工(株),鉄鋼,0,651.00,0.0,3.07,4.62,0.63,"10,990.00",537.00,4.91,1.51,20.00,14.20
1686,5463,丸一鋼管(株),鉄鋼,0,"2,881.00",0.0,2.57,16.75,0.90,"167,437.00","21,217.00",11.13,4.52,74.00,43.01
1687,5464,モリ工業(株),鉄鋼,0,"2,880.00",0.0,2.08,6.68,0.59,"44,012.00","4,928.00",10.38,2.67,60.00,20.79
1688,5471,大同特殊鋼(株),鉄鋼,0,"4,315.00",0.0,2.78,8.68,0.64,"543,255.00","33,110.00",5.89,1.42,130.00,26.16
1689,5476,日本高周波鋼業(株),鉄鋼,0,427.00,0.0,3.51,25.65,0.30,"41,317.00",405.00,1.83,1.11,15.00,89.75
1690,5480,日本冶金工業(株),鉄鋼,0,"2,067.00",0.0,2.90,4.16,0.67,"143,740.00","8,236.00",6.57,0.97,60.00,12.07
1691,5481,山陽特殊製鋼(株),鉄鋼,0,"1,464.00",0.0,2.70,6.16,0.42,"185,818.00","10,375.00",6.21,1.66,69.00,36.24
1692,5482,愛知製鋼(株),鉄鋼,0,"3,445.00",0.0,3.48,10.43,0.44,"257,315.00","10,455.00",3.96,2.60,120.00,36.29
1693,5484,東北特殊鋼(株),鉄鋼,0,"1,505.00",0.0,1.66,7.05,0.50,"20,228.23","2,262.65",10.62,4.13,24.00,11.25
1694,5486,日立金属(株),鉄鋼,0,"1,714.00",0.0,1.75,23.36,1.25,"1,023,421.00","43,039.00",4.15,1.51,34.00,46.34
1695,5491,日本金属(株),鉄鋼,0,840.00,0.0,3.57,6.19,0.27,"49,291.73","1,306.39",2.40,1.25,30.00,22.10
1696,5541,大平洋金属(株),鉄鋼,0,"2,368.00",0.0,2.32,12.51,0.72,"49,062.00","4,054.00",-0.01,12.95,55.00,18.47
1697,5542,新報国製鉄(株),鉄鋼,0,"1,082.00",0.0,2.77,8.45,0.86,"5,516.84",601.20,10.92,7.27,30.00,23.43
1698,5563,新日本電工(株),鉄鋼,0,180.00,0.0,--,--,0.49,"70,477.00","-14,363.00",-18.83,2.36,0.00,--
1699,5602,(株)栗本鐵工所,鉄鋼,0,"2,198.00",0.0,2.73,13.27,0.47,"108,786.00","2,587.00",2.02,1.36,60.00,36.34
1700,5603,虹技(株),鉄鋼,0,"1,312.00",0.0,3.81,5.92,0.42,"24,013.00","1,264.00",5.19,1.46,50.00,22.58
1701,5609,日本鋳造(株),鉄鋼,0,783.00,0.0,3.83,7.55,0.39,"13,741.00",750.00,4.86,1.75,30.00,28.94
1702,5610,大和重工(株),鉄鋼,0,952.00,0.0,--,--,0.43,"4,048.31",-71.00,-4.44,1.28,0.00,--
1703,5612,日本鋳鉄管(株),鉄鋼,0,"1,607.00",0.0,--,--,0.76,"12,877.00","-4,117.00",-32.10,2.45,0.00,--
1704,5614,(株)川金ホールディングス,鉄鋼,0,309.00,0.0,2.43,25.03,0.39,"39,399.87",540.08,1.55,1.49,3.75,30.52
1705,5631,(株)日本製鋼所,機械,0,"1,911.00",0.0,3.01,7.03,1.09,"220,153.00","29,317.00",9.77,1.91,55.00,20.24
1706,5632,三菱製鋼(株),鉄鋼,0,"1,016.00",0.0,3.44,55.82,0.26,"129,370.00","1,426.00",0.14,1.92,60.00,330.36
1707,5644,(株)メタルアート,鉄鋼,0,"1,474.00",0.0,3.39,5.81,0.35,"32,077.33","1,209.78",3.51,1.15,35.00,13.79
1708,5658,日亜鋼業(株),鉄鋼,0,315.00,0.0,1.90,15.57,0.35,"31,247.18","1,086.66",2.40,2.39,6.00,29.65
1709,5659,日本精線(株),鉄鋼,0,"3,685.00",0.0,2.58,8.58,0.75,"38,760.00","3,665.00",9.08,3.56,130.00,30.25
1710,5660,神鋼鋼線工業(株),鉄鋼,0,"1,165.00",0.0,3.43,243.69,0.35,"28,851.00",64.00,0.31,2.09,40.00,842.86
1711,5695,パウダーテック(株),鉄鋼,0,"3,865.00",0.0,2.46,10.65,1.02,"10,834.11","1,446.67",13.69,2.79,95.00,26.17
1712,5697,(株)サンユウ,鉄鋼,0,439.00,0.0,3.42,6.31,0.33,"19,596.36",707.41,3.47,1.49,15.00,21.54
1713,5698,(株)エンビプロ・ホールディングス,鉄鋼,0,701.00,0.0,2.28,13.86,0.89,"36,336.45","1,138.53",2.23,2.16,16.00,29.75
1714,5699,(株)イボキン,鉄鋼,0,"2,522.00",0.0,0.95,15.47,1.64,"6,465.91",340.17,4.61,2.52,24.00,18.42
1715,5702,(株)大紀アルミニウム工業所,非鉄金属,0,685.00,0.0,3.21,5.68,0.82,"196,749.00","6,933.00",4.08,1.47,20.00,20.26
1716,5703,日本軽金属ホールディングス(株),非鉄金属,0,212.00,0.0,4.25,6.38,0.70,"500,451.00","31,112.00",6.01,1.45,9.00,27.12
1717,5704,(株)ＪＭＣ,非鉄金属,0,971.00,0.0,--,25.29,2.47,"2,582.55",335.79,12.68,2.19,0.00,0.00
1718,5706,三井金属,非鉄金属,0,"2,857.00",0.0,2.45,34.78,0.96,"497,701.00","15,162.00",3.14,1.38,70.00,85.21
1719,5707,東邦亜鉛(株),非鉄金属,0,"1,913.00",0.0,3.66,--,0.47,"117,551.00","-3,812.00",-2.99,1.53,70.00,--
1720,5711,三菱マテリアル(株),非鉄金属,0,"2,873.00",0.0,2.78,289.86,0.59,"1,662,990.00","36,345.00",0.81,1.25,80.00,807.09
1721,5713,住友金属鉱山(株),非鉄金属,0,"3,172.00",0.0,1.92,13.05,0.83,"912,208.00","89,371.00",9.01,2.14,73.00,30.03
1722,5714,ＤＯＷＡホールディングス(株),非鉄金属,0,"3,910.00",0.0,2.30,15.44,0.98,"452,928.00","23,499.00",3.87,1.46,90.00,36.09
1723,5715,古河機械金属(株),非鉄金属,0,"1,368.00",0.0,3.65,11.77,0.69,"174,116.00","7,003.00",4.16,1.45,50.00,42.48
1724,5721,(株)エス・サイエンス,非鉄金属,0,46.00,0.0,--,--,1.90,"1,084.27",-137.78,-16.03,21.10,0.00,--
1725,5724,(株)アサカ理研,非鉄金属,0,"1,270.00",0.0,1.18,40.11,1.07,"9,737.67",125.32,1.73,1.55,15.00,47.30
1726,5726,(株)大阪チタニウムテクノロジーズ,非鉄金属,0,"1,325.00",0.0,0.38,--,1.42,"43,666.00","-1,478.00",-4.08,2.37,5.00,--
1727,5727,東邦チタニウム(株),非鉄金属,0,857.00,0.0,2.10,9.39,1.28,"43,648.00","5,306.00",12.02,1.48,12.00,13.15
1728,5729,日本精鉱(株),非鉄金属,0,"2,240.00",0.0,3.35,6.59,0.76,"14,083.70","1,215.48",8.84,2.04,75.00,22.06
1729,5741,(株)ＵＡＣＪ,非鉄金属,0,"2,193.00",0.0,2.74,94.79,0.55,"661,330.00","10,041.00",2.61,1.27,60.00,259.32
1730,5742,エヌアイシ・オートテック(株),非鉄金属,0,909.00,0.0,4.29,10.06,1.03,"8,715.19",770.16,8.73,2.12,39.00,43.16
1731,5753,日本伸銅(株),非鉄金属,0,"1,452.00",0.0,0.69,3.96,0.47,"20,660.00","1,254.00",5.75,1.98,10.00,2.73
1732,5757,(株)ＣＫサンエツ,非鉄金属,0,"3,260.00",0.0,1.84,7.94,0.81,"84,614.00","5,055.00",5.84,2.20,60.00,15.97
1733,5781,東邦金属(株),非鉄金属,0,938.00,0.0,--,29.27,0.95,"4,157.39",107.83,2.21,1.79,0.00,0.00
1734,5801,古河電気工業(株),非鉄金属,0,"2,582.00",0.0,3.29,6.25,0.73,"991,590.00","35,757.00",3.18,1.27,85.00,20.62
1735,5802,住友電気工業(株),非鉄金属,0,"1,469.00",0.0,3.27,9.70,0.74,"3,177,985.00","181,388.00",5.00,1.72,48.00,31.72
1736,5803,(株)フジクラ,非鉄金属,0,387.00,0.0,2.58,75.98,0.51,"710,778.00","10,507.00",1.43,1.25,12.00,236.48
1737,5805,昭和電線ホールディングス(株),非鉄金属,0,"1,361.00",0.0,0.51,8.88,1.16,"177,174.00","5,565.00",3.70,1.06,7.00,4.55
1738,5807,東京特殊電線(株),非鉄金属,0,"2,579.00",0.0,2.33,9.46,1.39,"18,786.00","2,238.00",11.19,2.85,60.00,21.93
1739,5809,タツタ電線(株),非鉄金属,0,588.00,0.0,2.89,12.42,0.84,"57,995.00","3,842.00",6.58,5.01,16.00,33.77
1740,5816,オーナンバ(株),非鉄金属,0,409.00,0.0,2.69,10.09,0.33,"35,750.13",861.03,2.39,2.04,11.00,26.51
1741,5817,ＪＭＡＣＳ(株),非鉄金属,0,487.00,0.0,2.05,--,0.51,"4,919.50",-104.38,-3.21,1.08,10.00,--
1742,5819,カナレ電気(株),非鉄金属,0,"1,815.00",0.0,2.64,16.57,0.90,"11,429.15","1,109.44",9.44,8.33,48.00,43.83
1743,5820,(株)三ッ星,非鉄金属,0,"1,468.00",0.0,3.41,2.73,0.30,"9,164.72",911.98,2.51,1.98,50.00,9.31
1744,5821,平河ヒューテック(株),非鉄金属,0,"1,382.00",0.0,1.63,9.69,0.78,"26,853.00","2,604.00",9.35,4.38,20.50,16.43
1745,5851,リョービ(株),非鉄金属,0,"1,716.00",0.0,4.08,11.31,0.46,"220,519.00","8,017.00",3.54,1.25,70.00,46.12
1746,5852,(株)アーレスティ,非鉄金属,0,512.00,0.0,3.91,31.87,0.22,"145,428.00","1,745.00",0.08,0.91,22.00,135.15
1747,5856,(株)エルアイイーエイチ,小売業,0,51.00,0.0,1.96,--,1.08,"15,465.05",-342.19,-2.46,2.17,2.00,--
1748,5857,アサヒホールディングス(株),非鉄金属,0,"2,664.00",0.0,4.50,11.73,1.55,"128,669.00","13,405.00",11.25,1.61,120.00,53.09
1749,5900,(株)ダイケン,金属製品,0,795.00,0.0,1.89,26.44,0.39,"10,797.19",269.56,2.33,3.47,15.00,49.88
1750,5901,東洋製罐グループホールディングス(株),金属製品,0,"1,975.00",0.0,0.71,19.17,0.61,"793,119.00","32,216.00",0.97,2.00,14.00,13.46
1751,5902,ホッカンホールディングス(株),金属製品,0,"1,906.00",0.0,2.23,20.20,0.43,"128,757.00","3,380.00",1.75,0.92,42.50,44.96
1752,5903,ＳＨＩＮＰＯ(株),金属製品,0,"1,890.00",0.0,1.06,20.45,2.36,"5,914.16",760.74,12.65,4.25,20.00,21.64
1753,5905,日本製罐(株),金属製品,0,"1,010.00",0.0,2.97,11.26,0.29,"10,335.23",198.81,0.15,1.21,30.00,32.64
1754,5906,エムケー精工(株),金属製品,0,410.00,0.0,1.95,7.79,0.53,"23,396.50","1,334.00",5.32,1.44,8.00,15.19
1755,5907,ＪＦＥコンテイナー(株),金属製品,0,"4,500.00",0.0,2.78,7.50,0.49,"30,546.01","2,452.16",7.60,2.42,125.00,20.83
1756,5909,(株)コロナ,金属製品,0,"1,013.00",0.0,2.76,23.81,0.41,"83,195.00","1,853.00",1.96,2.37,28.00,65.71
1757,5911,(株)横河ブリッジホールディングス,金属製品,0,"2,212.00",0.0,1.54,12.13,1.09,"141,924.00","11,400.00",6.99,2.08,30.00,16.48
1758,5912,ＯＳＪＢホールディングス(株),建設業,0,271.00,0.0,2.95,10.04,1.17,"50,352.00","4,302.00",8.41,2.44,8.00,29.63
1759,5915,(株)駒井ハルテック,金属製品,0,"1,741.00",0.0,4.02,--,0.30,"44,002.00","-1,231.00",-3.10,2.15,70.00,--
1760,5918,瀧上工業(株),金属製品,0,"5,090.00",0.0,1.96,24.91,0.31,"15,489.00",675.00,1.90,4.65,100.00,49.33
1761,5921,川岸工業(株),金属製品,0,"2,596.00",0.0,3.08,6.88,0.32,"23,102.20","1,566.62",6.02,6.09,80.00,21.19
1762,5922,那須電機鉄工(株),金属製品,0,"11,960.00",0.0,0.84,14.68,0.98,"18,830.74","1,116.36",2.41,1.27,100.00,12.27
1763,5923,高田機工(株),金属製品,0,"2,804.00",0.0,3.21,7.06,0.34,"18,502.63","1,060.49",5.14,1.87,90.00,22.66
1764,5928,アルメタックス(株),金属製品,0,313.00,0.0,3.83,--,0.36,"11,065.40",-94.83,-1.77,2.92,12.00,--
1765,5929,三和ホールディングス(株),金属製品,0,"1,135.00",0.0,2.91,12.24,1.59,"409,990.00","30,046.00",7.58,1.72,32.00,34.42
1766,5930,文化シヤッター(株),金属製品,0,855.00,0.0,3.22,9.02,0.83,"174,661.00","10,882.00",5.66,1.70,25.00,24.57
1767,5932,三協立山(株),金属製品,0,"1,410.00",0.0,1.06,--,0.56,"337,789.00",-487.00,-0.13,1.30,15.00,--
1768,5933,アルインコ(株),金属製品,0,"1,143.00",0.0,3.32,12.24,0.89,"53,862.54","3,241.04",5.29,1.93,37.00,39.42
1769,5935,元旦ビューティ工業(株),金属製品,0,"3,830.00",0.0,1.04,4.84,0.76,"11,530.99",580.22,2.90,1.33,40.00,5.05
1770,5936,東洋シヤッター(株),金属製品,0,646.00,0.0,3.10,58.95,0.66,"21,251.88",397.29,2.04,1.33,20.00,182.51
1771,5938,(株)ＬＩＸＩＬグループ,金属製品,0,"1,945.00",0.0,3.60,--,1.06,"1,832,608.00","-17,990.00",-0.67,0.95,70.00,--
1772,5939,(株)大谷工業,金属製品,0,"9,410.00",0.0,0.32,35.29,2.67,"6,158.87",308.98,4.20,2.20,30.00,11.26
1773,5940,不二サッシ(株),金属製品,0,92.00,0.0,1.63,18.87,0.59,"98,254.00",676.00,0.54,1.20,1.50,30.73
1774,5941,(株)中西製作所,金属製品,0,"1,139.00",0.0,2.55,7.50,0.48,"25,580.48","1,397.51",4.93,1.82,29.00,19.10
1775,5942,日本フイルコン(株),金属製品,0,524.00,0.0,2.29,--,0.56,"24,702.42",-310.42,-1.62,1.45,12.00,--
1776,5943,(株)ノーリツ,金属製品,0,"1,362.00",0.0,2.35,11.28,0.59,"209,868.00","10,073.00",2.17,1.96,32.00,26.45
1777,5945,天龍製鋸(株),金属製品,0,"3,150.00",0.0,2.86,10.69,0.56,"11,858.81","1,854.10",13.57,10.14,90.00,30.38
1778,5946,(株)長府製作所,金属製品,0,"2,284.00",0.0,1.40,43.22,0.64,"45,228.00","2,967.00",2.98,3.43,32.00,60.55
1779,5947,リンナイ(株),金属製品,0,"8,100.00",0.0,1.19,20.33,1.39,"348,022.00","33,164.00",8.76,3.18,94.00,23.59
1780,5949,ユニプレス(株),輸送用機器,0,"1,326.00",0.0,4.15,4.94,0.42,"327,794.00","20,764.00",6.07,1.51,55.00,20.47
1781,5950,日本パワーファスニング(株),金属製品,0,142.00,0.0,--,--,1.36,"7,093.83","-1,487.23",-20.36,1.04,0.00,--
1782,5951,ダイニチ工業(株),金属製品,0,693.00,0.0,3.17,30.61,0.48,"19,007.71",537.64,2.53,5.30,22.00,91.93
1783,5952,アマテイ(株),金属製品,0,131.00,0.0,0.76,34.24,1.29,"5,370.33",50.31,1.08,1.23,1.00,26.14
1784,5955,(株)ヤマシナ,金属製品,0,64.00,0.0,1.56,24.58,0.85,"9,329.85",497.80,5.03,2.61,1.00,38.29
1785,5956,トーソー(株),金属製品,0,524.00,0.0,1.91,11.60,0.43,"22,651.54",703.71,3.00,2.30,10.00,21.52
1786,5957,日東精工(株),金属製品,0,566.00,0.0,2.12,10.36,0.83,"33,777.79","3,345.66",8.69,2.27,10.00,22.10
1787,5958,三洋工業(株),金属製品,0,"2,006.00",0.0,3.24,8.41,0.46,"28,193.00","1,163.00",3.11,1.62,60.00,24.94
1788,5959,岡部(株),金属製品,0,861.00,0.0,3.14,13.72,0.76,"64,785.00","4,194.00",5.17,2.88,26.00,41.50
1789,5962,浅香工業(株),その他製品,0,"1,782.00",0.0,1.68,20.55,0.58,"8,236.51",140.74,1.49,1.74,30.00,34.62
1790,5964,東洋刃物(株),金属製品,0,"1,130.00",0.0,1.77,3.07,0.87,"5,690.00",703.00,9.17,1.57,20.00,6.41
1791,5965,(株)フジマック,金属製品,0,847.00,0.0,2.36,7.42,0.61,"36,899.82","2,151.59",5.34,1.78,20.00,17.52
1792,5966,ＫＴＣ(株),金属製品,0,"2,129.00",0.0,3.05,13.61,0.54,"7,906.51",493.79,5.90,3.17,65.00,41.54
1793,5967,ＴＯＮＥ(株),金属製品,0,"2,669.00",0.0,2.25,6.28,0.85,"6,177.27","1,300.89",15.88,4.20,60.00,14.16
1794,5969,(株)ロブテックス,金属製品,0,"2,190.00",0.0,3.20,8.33,0.51,"6,096.65",397.39,7.21,2.10,70.00,26.66
1795,5970,(株)ジーテクト,金属製品,0,"1,516.00",0.0,3.17,6.24,0.53,"255,637.00","14,799.00",5.53,1.25,46.00,19.05
1796,5971,(株)共和工業所,金属製品,0,"3,995.00",0.0,2.00,5.69,0.48,"10,290.72","1,274.09",11.44,6.01,80.00,11.39
1797,5973,(株)トーアミ,金属製品,0,523.00,0.0,2.87,--,0.31,"12,696.69",36.43,-0.22,2.36,15.00,--
1798,5974,中国工業(株),金属製品,0,428.00,0.0,2.34,22.64,0.36,"12,784.02",134.27,0.65,1.39,10.00,52.89
1799,5975,東プレ(株),金属製品,0,"1,709.00",0.0,3.51,5.83,0.60,"201,365.00","23,479.00",9.76,1.50,60.00,20.52
1800,5976,ネツレン,金属製品,0,879.00,0.0,2.96,37.99,0.62,"53,015.00","2,014.00",2.58,2.92,25.00,107.81
1801,5981,東京製綱(株),金属製品,0,960.00,0.0,4.17,101.16,0.64,"63,967.00",693.00,0.95,1.00,40.00,424.84
1802,5982,(株)マルゼン,金属製品,0,"2,163.00",0.0,1.34,10.34,1.01,"51,518.14","5,024.70",8.76,2.12,28.00,13.38
1803,5983,イワブチ(株),金属製品,0,"7,750.00",0.0,2.58,56.80,0.54,"9,863.10",250.32,1.70,5.08,200.00,146.62
1804,5984,兼房(株),金属製品,0,744.00,0.0,3.97,7.49,0.44,"20,207.42","2,008.12",9.50,3.38,29.50,29.69
1805,5985,サンコール(株),金属製品,0,554.00,0.0,3.61,7.69,0.49,"45,812.00","3,167.00",6.51,2.57,19.00,26.53
1806,5986,モリテック　スチール(株),金属製品,0,354.00,0.0,3.11,12.41,0.58,"29,389.93",868.39,2.76,1.69,11.00,38.55
1807,5987,(株)オーネックス,金属製品,0,925.00,0.0,2.16,9.48,0.28,"6,252.99",256.95,3.96,2.28,20.00,20.51
1808,5988,(株)パイオラックス,金属製品,0,"1,880.00",0.0,2.39,9.07,0.76,"68,298.00","10,169.00",13.34,6.48,45.00,22.50
1809,5989,(株)エイチワン,金属製品,0,686.00,0.0,3.79,4.78,0.31,"196,718.00","4,789.00",2.87,0.97,26.00,18.13
1810,5990,(株)スーパーツール,金属製品,0,"2,462.00",0.0,3.66,8.44,0.57,"7,469.32",852.84,12.66,2.90,90.00,30.54
1811,5991,ニッパツ,金属製品,0,925.00,0.0,2.59,32.07,0.78,"681,006.00","20,116.00",2.00,1.51,24.00,80.10
1812,5992,中央発條(株),金属製品,0,"2,880.00",0.0,3.47,10.10,0.33,"83,017.35","2,926.81",2.68,2.09,100.00,35.07
1813,5994,(株)ファインシンター,金属製品,0,"2,010.00",0.0,2.99,10.83,0.53,"40,501.28","1,540.97",4.01,1.03,70.00,37.72
1814,5997,協立エアテック(株),金属製品,0,652.00,0.0,3.07,4.86,0.52,"10,268.15",915.39,8.49,1.58,20.00,14.93
1815,5998,(株)アドバネクス,金属製品,0,"1,563.00",0.0,1.92,--,1.05,"20,967.28",52.34,-0.20,1.20,30.00,--
1816,5999,イハラサイエンス(株),金属製品,0,"1,480.00",0.0,3.04,6.13,0.94,"17,714.00","3,426.00",18.88,4.95,45.00,18.58
1817,6005,三浦工業(株),機械,0,"4,140.00",0.0,0.85,38.05,3.72,"138,880.00","17,130.00",12.01,2.35,33.00,30.24
1818,6013,(株)タクマ,機械,0,"1,229.00",0.0,2.03,11.48,1.23,"121,950.00","11,139.00",8.54,1.89,22.00,20.60
1819,6016,(株)ジャパンエンジンコーポレーション,輸送用機器,0,740.00,0.0,2.03,6.57,0.37,"11,509.83",165.96,1.86,1.67,15.00,13.33
1820,6018,阪神内燃機工業(株),輸送用機器,0,"2,311.00",0.0,1.95,13.32,0.60,"12,036.10",818.31,6.49,2.21,45.00,25.80
1821,6022,(株)赤阪鐵工所,機械,0,"1,919.00",0.0,1.56,--,0.35,"9,406.39",-36.89,-1.06,2.15,30.00,--
1822,6023,ダイハツディーゼル(株),輸送用機器,0,624.00,0.0,2.40,10.92,0.51,"57,270.53","2,808.80",4.99,1.98,15.00,26.26
1823,6026,ＧＭＯ　ＴＥＣＨ(株),サービス業,0,"1,628.00",0.0,4.18,11.96,2.06,"2,606.50",169.16,0.82,2.85,68.09,50.01
1824,6027,弁護士ドットコム(株),サービス業,0,"5,090.00",0.0,--,341.02,60.54,"3,132.51",503.51,16.04,4.94,0.00,0.00
1825,6028,テクノプロ・ホールディングス(株),サービス業,0,"7,950.00",0.0,1.69,29.80,6.44,"144,176.00","13,727.00",9.52,1.30,134.00,50.23
1826,6029,アトラ(株),サービス業,0,332.00,0.0,1.05,--,1.59,"2,833.78",-63.12,-2.53,1.28,3.50,--
1827,6030,(株)アドベンチャー,サービス業,0,"3,480.00",0.0,0.29,71.04,14.30,"50,544.90",604.70,1.35,0.99,10.00,20.38
1828,6031,サイジニア(株),サービス業,0,"1,250.00",0.0,--,--,5.60,691.66,-110.83,-16.03,6.32,0.00,--
1829,6032,(株)インターワークス,サービス業,2,547.00,1094.0,5.48,15.61,1.93,"3,969.61",525.61,13.08,5.37,30.00,85.64
1830,6033,(株)エクストリーム,サービス業,0,"2,128.00",0.0,0.99,20.74,5.80,"6,286.11",848.09,15.04,2.25,21.00,20.36
1831,6034,ＭＲＴ(株),サービス業,0,"1,024.00",0.0,--,59.75,3.90,"2,232.25",160.05,2.35,2.95,0.00,0.00
1832,6035,(株)アイ・アールジャパンホールディングス,サービス業,0,"6,690.00",0.0,0.72,122.03,29.75,"4,827.64","1,447.82",29.71,3.65,38.00,69.33
1833,6036,ＫｅｅＰｅｒ技研(株),サービス業,0,"1,211.00",0.0,0.99,20.25,3.36,"8,321.03","1,243.92",15.08,3.30,12.00,20.01
1834,6037,(株)ファーストロジック,サービス業,0,595.00,0.0,--,12.39,2.13,"1,706.61",863.15,50.58,9.26,0.00,0.00
1835,6038,(株)イード,サービス業,0,873.00,0.0,--,21.58,1.68,"5,192.59",271.99,5.18,3.23,0.00,0.00
1836,6039,(株)日本動物高度医療センター,サービス業,0,"2,144.00",0.0,--,18.32,2.84,"2,563.69",391.12,14.95,1.66,0.00,0.00
1837,6040,日本スキー場開発(株),サービス業,0,784.00,0.0,--,20.51,2.17,"6,628.60",522.16,7.70,5.14,0.00,0.00
1838,6042,(株)ニッキ,輸送用機器,0,"2,560.00",0.0,3.32,6.00,0.63,"7,867.45",975.46,9.94,1.96,85.00,19.95
1839,6044,(株)三機サービス,サービス業,0,"1,030.00",0.0,2.91,14.01,2.19,"11,050.44",659.05,5.91,2.42,30.00,40.58
1840,6045,(株)レントラックス,サービス業,0,400.00,0.0,2.00,11.32,1.49,"10,409.31",459.55,4.42,1.98,8.00,22.58
1841,6046,(株)リンクバル,サービス業,0,365.00,0.0,--,10.76,3.30,"2,719.63","1,015.24",37.22,4.11,0.00,0.00
1842,6047,(株)Ｇｕｎｏｓｙ,サービス業,0,"1,215.00",0.0,--,14.61,2.63,"15,017.00","2,683.00",15.34,4.20,0.00,0.00
1843,6048,(株)デザインワン・ジャパン,サービス業,0,303.00,0.0,--,22.57,1.53,"2,181.14",381.32,17.40,11.57,0.00,0.00
1844,6049,(株)イトクロ,サービス業,0,"1,446.00",0.0,--,33.41,3.78,"4,382.38","1,438.28",32.76,10.49,0.00,0.00
1845,6050,イー・ガーディアン(株),サービス業,0,"2,020.00",0.0,0.45,24.46,5.97,"6,535.67","1,195.09",17.76,3.70,9.00,11.01
1846,6054,(株)リブセンス,サービス業,0,285.00,0.0,--,28.25,2.17,"6,791.91",288.10,1.69,6.41,0.00,0.00
1847,6055,ジャパンマテリアル(株),サービス業,0,"1,629.00",0.0,0.80,30.32,7.31,"35,927.38","7,908.44",21.97,2.04,13.00,24.19
1848,6058,(株)ベクトル,サービス業,0,"1,243.00",0.0,--,"2,034.20",5.52,"30,141.30","1,856.33",3.19,1.47,0.00,0.00
1849,6059,(株)ウチヤマホールディングス,サービス業,0,460.00,0.0,2.17,8.07,0.55,"27,209.31","1,573.11",2.99,2.30,10.00,17.57
1850,6060,こころネット(株),サービス業,0,"1,173.00",0.0,2.56,16.02,0.50,"10,717.27",404.28,3.75,2.31,30.00,40.98
1851,6061,(株)ユニバーサル園芸社,サービス業,0,"1,902.00",0.0,1.05,18.26,1.33,"8,600.47",817.63,9.43,4.26,20.00,19.21
1852,6062,(株)チャーム・ケア・コーポレーション,サービス業,0,"1,000.00",0.0,0.38,27.84,6.11,"16,560.09","1,647.32",8.61,0.87,3.75,10.41
1853,6063,日本エマージェンシーアシスタンス(株),サービス業,0,"1,127.00",0.0,0.44,29.65,3.40,"2,869.29",139.09,5.08,1.38,5.00,12.95
1854,6064,(株)アクトコール,サービス業,0,"1,401.00",0.0,--,21.57,8.94,"4,542.46",647.76,15.49,1.21,0.00,0.00
1855,6065,ライクキッズ(株),サービス業,0,891.00,0.0,--,5.35,1.47,"20,534.06","2,740.30",4.00,1.09,0.00,0.00
1856,6067,インパクトホールディングス(株),サービス業,0,"2,311.00",0.0,0.54,37.47,6.04,"6,277.12",427.18,5.31,3.00,5.00,0.00
1857,6069,トレンダーズ(株),サービス業,0,690.00,0.0,1.88,17.19,2.28,"2,878.04",477.86,16.32,4.69,13.00,29.95
1858,6070,キャリアリンク(株),サービス業,0,564.00,0.0,1.77,40.47,2.06,"18,624.68",290.13,1.01,2.60,10.00,71.67
1859,6071,(株)ＩＢＪ,サービス業,0,"1,225.00",0.0,0.73,46.99,13.56,"11,818.94","1,434.29",12.20,1.81,9.00,33.72
1860,6072,地盤ネットホールディングス(株),サービス業,0,233.00,0.0,0.86,309.65,3.64,"2,455.27",36.72,1.26,4.89,2.00,264.96
1861,6073,(株)アサンテ,サービス業,0,"1,914.00",0.0,2.98,15.58,1.88,"14,501.20","2,296.00",15.61,4.22,54.00,43.97
1862,6074,(株)ジェイエスエス,サービス業,0,750.00,0.0,2.17,9.48,1.06,"8,729.35",488.60,5.37,0.44,15.00,18.64
1863,6077,(株)Ｎ・フィールド,サービス業,0,596.00,0.0,0.84,38.44,3.54,"10,482.26",480.64,4.55,2.41,5.00,32.21
1864,6078,(株)バリューＨＲ,サービス業,0,"2,866.00",0.0,1.15,70.94,7.51,"3,589.33",392.67,16.12,0.93,24.00,58.62
1865,6080,Ｍ＆Ａキャピタルパートナーズ(株),サービス業,0,"3,930.00",0.0,--,31.87,7.13,"12,592.28","5,855.80",46.50,5.02,0.00,0.00
1866,6081,アライドアーキテクツ(株),サービス業,0,364.00,0.0,--,--,3.68,"4,088.68",-283.38,-1.60,2.80,0.00,--
