,code,name,sector,shares,stock price,asset per company,dividend yield,PER,PBR,sales,operationg income,operationg margin,current ratio,dividend,payout ratio
662,3228,(株)三栄建築設計,不動産業,0,"1,514.00",0.0,3.17,6.33,0.78,"121,017.90","9,438.56",8.63,2.20,48.00,16.78
663,3231,野村不動産ホールディングス(株),不動産業,0,"2,806.00",0.0,2.76,11.47,0.98,"668,510.00","65,407.00",11.26,3.66,75.00,30.52
664,3232,三重交通グループホールディングス(株),不動産業,0,595.00,0.0,2.35,12.95,1.21,"106,244.80","6,788.63",6.62,0.72,9.00,19.61
665,3234,森ヒルズリート投資法人,REIT銘柄一覧,0,"186,400.00",0.0,3.04,32.85,1.79,"18,985.77","10,639.93",62.77,0.36,"5,672.00",99.98
666,3236,(株)プロパスト,不動産業,0,215.00,0.0,0.93,8.34,1.67,"18,002.00",939.00,8.08,1.64,2.00,7.67
667,3237,(株)イントランス,不動産業,0,113.00,0.0,--,75.22,1.39,"2,752.66",364.76,13.64,5.68,0.00,0.00
668,3238,セントラル総合開発(株),不動産業,0,382.00,0.0,2.09,4.02,0.51,"29,679.01",982.13,4.28,1.46,8.00,8.42
669,3241,(株)ウィル,不動産業,0,334.00,0.0,4.04,11.56,1.44,"6,054.00",488.00,8.37,1.49,13.50,46.55
670,3242,(株)アーバネットコーポレーション,不動産業,0,351.00,0.0,5.98,6.74,1.06,"20,084.13","1,913.86",10.70,1.84,18.00,34.56
671,3244,サムティ(株),不動産業,0,"1,902.00",0.0,4.15,8.32,1.10,"85,552.00","14,241.00",17.23,5.42,79.00,33.21
672,3245,(株)ディア・ライフ,不動産業,0,580.00,0.0,4.14,9.81,1.73,"19,866.00","3,404.00",16.75,8.41,24.00,44.56
673,3246,(株)コーセーアールイー,不動産業,0,637.00,0.0,5.18,6.35,0.92,"12,150.45","1,544.99",12.75,3.48,33.00,32.88
674,3248,(株)アールエイジ,不動産業,0,688.00,0.0,4.07,6.52,0.65,"3,498.25",503.06,16.11,5.50,28.00,26.52
675,3249,産業ファンド投資法人,REIT銘柄一覧,0,"179,000.00",0.0,3.14,31.28,2.26,"20,409.13","9,817.88",57.73,1.65,"5,617.00",100.74
676,3250,(株)エー・ディー・ワークス,不動産業,0,29.00,0.0,6.86,14.85,0.86,"24,861.15","1,043.90",5.46,4.55,0.34,17.03
677,3252,日本商業開発(株),不動産業,0,"1,749.00",0.0,3.14,11.79,1.46,"39,834.33","3,831.42",10.22,7.58,55.00,36.60
678,3254,(株)プレサンスコーポレーション,不動産業,0,"1,334.00",0.0,3.67,4.68,0.89,"160,580.10","26,530.84",16.89,3.38,40.50,13.80
679,3258,ユニゾホールディングス(株),不動産業,0,"5,830.00",0.0,0.77,16.35,1.76,"56,053.00","16,863.00",31.37,1.51,85.00,24.42
680,3261,(株)グランディーズ,不動産業,0,490.00,0.0,2.86,7.37,0.98,"2,589.72",381.63,14.83,5.81,14.00,20.20
681,3264,(株)アスコット,不動産業,0,179.00,0.0,--,27.13,0.91,"21,020.00",486.00,4.68,2.70,0.00,0.00
682,3266,(株)ファンドクリエーショングループ,不動産業,0,117.00,0.0,0.85,53.46,1.79,"1,588.00",95.00,7.49,2.57,1.00,45.69
683,3267,(株)フィル・カンパニー,建設業,0,"4,125.00",0.0,--,40.56,7.99,"7,024.71",975.61,14.17,2.21,0.00,0.00
684,3269,アドバンス・レジデンス投資法人,REIT銘柄一覧,0,"339,500.00",0.0,3.22,32.56,2.08,"32,661.84","14,079.27",49.97,0.88,"10,926.00",104.77
685,3271,(株)ＴＨＥグローバル社,不動産業,0,466.00,0.0,5.36,10.33,0.66,"35,864.22","1,394.21",6.30,2.09,25.00,53.65
686,3275,ハウスコム(株),不動産業,0,"1,598.00",0.0,2.25,13.95,2.04,"11,600.63","1,323.62",9.64,2.55,35.00,30.28
687,3276,日本管理センター(株),不動産業,0,"1,387.00",0.0,2.52,16.42,4.09,"43,302.22","2,211.72",5.08,2.95,35.00,40.93
688,3277,(株)サンセイランディック,不動産業,0,889.00,0.0,2.36,7.46,0.84,"16,833.40","1,539.18",10.02,2.53,21.00,17.62
689,3278,ケネディクス・レジデンシャル・ネクスト投資法人,REIT銘柄一覧,0,"214,300.00",0.0,3.78,25.87,1.64,"15,959.96","7,340.91",53.71,1.12,"8,102.00",98.06
690,3279,アクティビア・プロパティーズ投資法人,REIT銘柄一覧,0,"572,000.00",0.0,3.52,28.24,1.72,"30,386.34","15,545.25",56.87,0.80,"20,154.00",100.00
691,3280,(株)エストラスト,不動産業,0,835.00,0.0,1.56,5.78,0.86,"15,659.00","1,316.00",9.01,1.67,12.00,8.31
692,3281,ＧＬＰ投資法人,REIT銘柄一覧,0,"147,100.00",0.0,3.31,30.18,1.77,"38,583.46","18,666.79",54.90,1.33,"4,869.00",112.12
693,3282,コンフォリア・レジデンシャル投資法人,REIT銘柄一覧,0,"350,500.00",0.0,2.96,32.49,1.90,"16,781.14","6,632.30",45.78,1.85,"10,360.00",96.06
694,3283,日本プロロジスリート投資法人,REIT銘柄一覧,0,"310,500.00",0.0,2.55,39.14,1.95,"41,451.50","17,927.27",46.88,3.56,"3,935.00",51.57
695,3284,(株)フージャースホールディングス,不動産業,0,704.00,0.0,4.26,12.67,0.92,"89,882.00","6,249.00",7.85,2.89,25.00,45.04
696,3286,トラストホールディングス(株),不動産業,0,424.00,0.0,3.87,10.27,2.70,"13,963.01",308.84,2.69,1.13,16.40,39.71
697,3287,星野リゾート・リート投資法人,REIT銘柄一覧,0,"540,000.00",0.0,4.84,20.65,1.13,"12,011.10","5,802.95",54.80,1.03,"26,148.00",100.00
698,3288,(株)オープンハウス,不動産業,0,"2,911.00",0.0,2.16,8.34,2.33,"540,376.00","55,699.00",10.69,2.62,63.00,17.82
699,3289,東急不動産ホールディングス(株),不動産業,0,781.00,0.0,2.05,13.74,1.00,"901,884.00","61,218.00",7.82,2.00,15.50,27.57
700,3290,Oneリート投資法人,REIT銘柄一覧,0,"379,000.00",0.0,3.71,26.62,1.71,"7,916.32","3,376.60",49.24,0.67,"14,061.00",99.94
701,3291,飯田グループホールディングス(株),不動産業,0,"1,702.00",0.0,3.64,7.50,0.65,"1,344,987.00","94,123.00",7.22,2.77,62.00,27.31
702,3292,イオンリート投資法人,REIT銘柄一覧,0,"145,400.00",0.0,4.20,23.89,1.30,"32,687.44","10,819.17",38.29,1.31,"6,113.00",100.43
703,3293,アズマハウス(株),不動産業,0,"1,740.00",0.0,4.60,7.23,0.49,"13,209.17","1,446.35",11.31,2.01,80.00,33.19
704,3294,(株)イーグランド,不動産業,0,844.00,0.0,4.50,11.03,0.78,"18,180.50",715.14,4.96,2.10,38.00,48.89
705,3295,ヒューリックリート投資法人,REIT銘柄一覧,0,"208,100.00",0.0,3.37,29.15,1.56,"18,081.61","8,762.39",55.19,0.67,"7,003.00",100.00
706,3296,日本リート投資法人,REIT銘柄一覧,0,"503,000.00",0.0,3.61,27.69,1.73,"17,441.72","8,167.27",55.02,0.64,"18,153.00",100.02
707,3297,(株)東武住販,不動産業,0,"1,114.00",0.0,2.69,7.32,1.02,"7,128.25",589.10,8.25,4.95,30.00,19.72
708,3298,インベスコ・オフィス・ジェイリート投資法人,REIT銘柄一覧,0,"24,200.00",0.0,3.30,30.23,1.89,"16,976.16","7,012.78",47.39,0.67,799.00,99.95
709,3299,(株)ムゲンエステート,不動産業,0,698.00,0.0,4.30,5.08,0.77,"53,931.00","5,243.00",11.11,6.01,30.00,21.75
710,3300,(株)ＡＭＢＩＴＩＯＮ,不動産業,0,"1,077.00",0.0,2.32,10.82,2.83,"29,636.71","1,337.06",5.06,2.32,25.00,23.09
711,3302,帝国繊維(株),繊維製品,0,"2,458.00",0.0,1.63,19.29,1.36,"29,656.30","4,984.98",14.52,4.79,40.00,30.88
712,3306,日本製麻(株),卸売業,0,338.00,0.0,0.59,"1,335.23",0.92,"3,856.47",20.88,0.30,2.28,2.00,790.18
713,3308,日本ヘルスケア投資法人,REIT銘柄一覧,0,"219,800.00",0.0,3.11,32.15,1.60,"1,412.77",511.99,39.93,0.54,"6,836.00",125.59
714,3309,積水ハウス・リート投資法人,REIT銘柄一覧,0,"93,000.00",0.0,3.47,27.73,1.39,"27,053.44","13,300.81",54.91,0.55,"3,225.00",97.68
715,3315,日本コークス工業(株),石油・石炭製品,0,77.00,0.0,3.90,7.12,0.46,"121,246.00","4,774.00",4.53,1.41,3.00,27.31
716,3316,東京日産コンピュータシステム(株),卸売業,0,600.00,0.0,3.17,9.82,1.25,"7,928.96",557.28,6.89,2.08,19.00,31.09
717,3317,(株)フライングガーデン,小売業,0,"1,704.00",0.0,1.76,8.93,1.30,"7,321.88",329.88,4.03,0.90,30.00,15.73
718,3319,(株)ゴルフダイジェスト・オンライン,小売業,0,697.00,0.0,1.36,35.50,2.02,"34,274.20",785.92,2.31,0.89,9.50,48.39
719,3320,クロスプラス(株),卸売業,0,749.00,0.0,1.07,17.02,0.47,"62,901.00",344.00,-0.09,1.40,6.00,13.60
720,3321,ミタチ産業(株),卸売業,0,711.00,0.0,4.22,5.78,0.62,"38,512.56","1,396.08",3.41,2.10,30.00,24.39
721,3322,アルファグループ(株),卸売業,0,"1,541.00",0.0,0.97,29.20,1.14,"21,790.04",378.93,1.01,1.60,15.00,28.43
722,3323,レカム(株),卸売業,0,117.00,0.0,2.56,26.32,2.27,"9,858.32",642.16,5.19,1.76,3.00,66.67
723,3326,(株)ランシステム,サービス業,0,761.00,0.0,1.31,45.56,0.81,"8,284.16",43.52,0.19,1.06,10.00,59.87
724,3328,ＢＥＥＮＯＳ(株),小売業,0,"1,175.00",0.0,1.53,13.12,1.64,"25,276.76","1,713.83",6.81,2.01,18.00,19.95
725,3329,東和フードサービス(株),小売業,0,"1,729.00",0.0,0.69,49.97,2.65,"11,305.12",446.73,3.47,1.44,12.00,34.68
726,3333,(株)あさひ,小売業,0,"1,326.00",0.0,1.21,14.69,1.33,"57,460.54","3,678.65",6.22,1.76,16.00,20.01
727,3341,日本調剤(株),小売業,0,"3,815.00",0.0,1.31,15.67,1.39,"245,687.00","6,777.00",2.40,1.16,50.00,20.18
728,3344,(株)ワンダーコーポレーション,小売業,0,725.00,0.0,--,--,0.96,"72,117.20","-5,098.23",-7.07,1.07,0.00,--
729,3347,(株)トラスト,小売業,0,207.00,0.0,1.69,14.80,0.81,"20,260.93","1,358.40",6.82,0.94,3.00,28.60
730,3349,(株)コスモス薬品,小売業,0,"24,300.00",0.0,0.43,25.08,3.81,"611,137.00","27,139.00",4.03,0.60,100.00,10.31
731,3350,(株)レッド・プラネット・ジャパン,卸売業,0,109.00,0.0,--,13.06,0.67,"1,736.20",570.23,-28.07,4.55,0.00,0.00
732,3352,(株)バッファロー,小売業,0,"1,218.00",0.0,3.28,7.90,0.55,"8,780.18",473.54,4.85,3.32,35.00,23.06
733,3353,(株)メディカル一光グループ,小売業,0,"8,600.00",0.0,0.93,23.12,1.72,"31,222.18","1,168.00",3.00,1.42,80.00,21.48
734,3355,クリヤマホールディングス(株),卸売業,0,749.00,0.0,2.67,8.38,0.71,"52,006.38","2,509.52",3.60,1.59,19.00,21.60
735,3356,(株)テリロジー,卸売業,0,905.00,0.0,--,70.60,9.97,"3,660.14",279.49,6.73,1.79,0.00,0.00
736,3358,ワイエスフード(株),小売業,0,256.00,0.0,--,--,0.66,"1,601.91",-64.94,-9.50,0.65,0.00,--
737,3359,(株)タイセイ,卸売業,0,413.00,0.0,0.97,20.06,1.65,"6,399.92",337.65,4.76,3.17,4.00,19.56
738,3360,シップヘルスケアホールディングス(株),卸売業,0,"4,785.00",0.0,1.46,21.64,2.39,"444,048.00","18,490.00",4.07,1.57,70.00,29.67
739,3361,(株)トーエル,小売業,0,857.00,0.0,1.75,14.99,1.09,"23,709.08","1,750.45",6.83,1.74,15.00,26.18
740,3370,(株)フジタコーポレーション,小売業,0,700.00,0.0,--,--,--,"4,276.86",-136.22,-2.62,0.73,0.00,--
741,3371,(株)ソフトクリエイトホールディングス,情報・通信,0,"1,762.00",0.0,1.14,20.70,2.46,"19,358.15","2,009.68",9.60,2.69,20.00,22.66
742,3372,(株)関門海,小売業,0,427.00,0.0,--,"1,383.94",4.90,"4,557.37",54.70,2.49,1.02,0.00,0.00
743,3374,内外テック(株),卸売業,0,"2,118.00",0.0,1.65,15.15,1.11,"25,963.18",621.74,2.40,1.53,35.00,25.06
744,3375,(株)ＺＯＡ,小売業,0,837.00,0.0,3.58,11.32,0.66,"8,053.83",179.30,2.12,2.06,30.00,36.47
745,3376,(株)オンリー,小売業,0,792.00,0.0,3.91,7.70,0.57,"7,242.54",769.03,8.52,3.97,31.00,30.13
746,3377,(株)バイク王＆カンパニー,卸売業,0,204.00,0.0,1.96,13.84,0.70,"20,119.60",279.71,0.63,2.47,4.00,27.15
747,3382,(株)セブン＆アイ・ホールディングス,小売業,0,"4,297.00",0.0,2.21,18.74,1.51,"6,791,215.00","317,411.00",4.59,1.17,95.00,41.40
748,3386,コスモ・バイオ(株),卸売業,0,"1,120.00",0.0,1.25,25.54,1.01,"7,261.00",403.00,4.52,5.98,14.00,31.92
749,3387,(株)クリエイト・レストランツ・ホールディングス,小売業,0,"2,363.00",0.0,0.51,171.46,13.49,"119,281.00","3,688.00",3.33,0.90,12.00,85.69
750,3388,明治電機工業(株),卸売業,0,"1,514.00",0.0,4.76,5.50,0.81,"82,978.43","4,536.14",5.17,1.77,82.00,29.79
751,3390,ＩＮＥＳＴ(株),卸売業,0,67.00,0.0,--,--,4.88,"3,607.00",-442.00,-12.36,1.47,0.00,--
752,3391,(株)ツルハホールディングス,小売業,0,"13,060.00",0.0,1.14,25.52,3.06,"782,447.00","41,921.00",5.17,1.46,148.00,28.82
753,3392,デリカフーズホールディングス(株),卸売業,0,705.00,0.0,1.13,22.61,1.32,"39,448.21",695.82,1.58,1.61,8.00,25.66
754,3393,スターティアホールディングス(株),卸売業,0,732.00,0.0,1.23,22.77,1.54,"11,907.21",598.63,4.10,2.23,9.00,27.17
755,3395,(株)サンマルクホールディングス,小売業,0,"2,217.00",0.0,2.80,16.82,1.01,"70,073.34","4,657.41",6.44,2.32,62.00,46.38
756,3396,(株)フェリシモ,小売業,0,987.00,0.0,0.51,9.87,0.41,"28,882.00",704.00,1.79,3.50,5.00,4.89
757,3397,(株)トリドールホールディングス,小売業,0,"2,745.00",0.0,0.05,443.14,3.44,"145,022.00","1,337.00",1.59,0.84,1.50,23.97
758,3399,(株)丸千代山岡家,小売業,0,"2,339.00",0.0,0.60,173.89,3.79,"12,827.00",169.41,1.07,0.58,14.00,103.14
759,3401,帝人(株),繊維製品,0,"2,010.00",0.0,2.99,9.38,0.94,"888,589.00","60,360.00",6.72,1.74,60.00,29.80
760,3402,東レ(株),繊維製品,0,707.50,0.0,2.26,14.28,1.00,"2,388,848.00","127,419.00",5.14,1.71,16.00,32.27
761,3405,(株)クラレ,化学,0,"1,344.00",0.0,3.13,--,0.88,"575,807.00","2,893.00",1.05,1.96,42.00,--
762,3407,旭化成(株),化学,0,"1,053.00",0.0,3.32,9.97,1.06,"2,170,403.00","210,397.00",8.96,1.54,34.00,32.19
763,3408,サカイオーベックス(株),繊維製品,0,"1,920.00",0.0,2.86,5.41,0.59,"27,265.31","3,145.21",7.42,2.07,55.00,15.39
764,3409,北日本紡績(株),繊維製品,0,"2,699.00",0.0,--,--,5.97,454.18,-8.94,-3.22,0.25,0.00,--
765,3415,(株)ＴＯＫＹＯ　ＢＡＳＥ,小売業,0,487.00,0.0,--,24.15,4.51,"13,953.65","1,369.91",9.78,2.50,0.00,0.00
766,3416,ピクスタ(株),小売業,0,"1,701.00",0.0,--,186.51,5.65,"2,514.25",84.49,3.50,1.38,0.00,0.00
767,3417,大木ヘルスケアホールディングス(株),卸売業,0,"1,248.00",0.0,1.44,8.52,1.00,"258,481.00","3,050.00",0.74,1.03,18.00,11.61
768,3418,(株)バルニバービ,小売業,0,"1,176.00",0.0,0.64,34.56,3.53,"11,512.19",513.31,4.49,1.23,7.50,21.26
769,3420,(株)ケー・エフ・シー,金属製品,0,"2,134.00",0.0,2.34,10.05,1.11,"24,674.01","2,318.06",9.07,1.73,50.00,23.55
770,3421,(株)稲葉製作所,金属製品,0,"1,375.00",0.0,1.89,22.77,0.63,"34,041.52","1,676.20",3.91,2.32,26.00,43.18
771,3423,(株)エスイー,金属製品,0,315.00,0.0,3.17,13.46,1.09,"22,412.72","1,079.46",4.97,1.63,10.00,42.74
772,3424,ミヤコ(株),金属製品,0,"1,334.00",0.0,1.87,22.65,0.98,"5,198.71",379.33,6.94,3.23,25.00,42.46
773,3426,アトムリビンテック(株),金属製品,0,"1,473.00",0.0,2.04,13.52,0.66,"10,589.83",657.72,6.00,2.82,30.00,32.13
774,3431,宮地エンジニアリンググループ(株),金属製品,0,"2,051.00",0.0,2.93,3.87,0.57,"52,062.54","4,501.88",8.29,1.69,60.00,11.32
775,3433,トーカロ(株),金属製品,0,"1,193.00",0.0,2.31,13.33,1.93,"39,558.00","8,078.00",19.47,2.08,30.00,33.49
776,3434,(株)アルファ,金属製品,0,"1,212.00",0.0,3.30,5.41,0.42,"60,344.00","3,137.00",4.52,1.57,40.00,17.81
777,3435,サンコーテクノ(株),金属製品,0,"1,070.00",0.0,2.24,9.36,0.72,"17,025.98","1,381.92",7.87,4.11,24.00,20.80
778,3436,(株)ＳＵＭＣＯ,金属製品,0,"1,916.00",0.0,1.83,16.97,1.86,"299,460.00","49,228.00",17.22,3.67,35.00,31.00
779,3437,特殊電極(株),金属製品,0,"5,080.00",0.0,1.38,7.71,0.83,"10,634.18",757.47,6.96,2.11,70.00,10.63
780,3439,(株)三ツ知,金属製品,0,"2,247.00",0.0,2.14,12.03,0.67,"14,567.55",668.85,4.02,2.65,65.00,34.81
781,3440,日創プロニティ(株),金属製品,0,757.00,0.0,3.30,3.74,0.54,"13,473.31","1,966.15",14.45,2.74,25.00,14.72
782,3441,(株)山王,金属製品,0,706.00,0.0,--,--,0.76,"7,101.91",-588.57,-7.36,2.52,0.00,--
783,3443,川田テクノロジーズ(株),金属製品,0,"6,590.00",0.0,1.21,6.35,0.71,"118,369.00","7,892.00",4.51,1.15,80.00,9.73
784,3444,(株)菊池製作所,金属製品,0,958.00,0.0,1.04,12.86,1.30,"6,037.29","1,391.51",4.34,2.66,10.00,13.29
785,3445,(株)ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品,0,"2,861.00",0.0,0.52,10.06,2.02,"25,478.80","6,406.93",23.61,5.24,10.00,3.54
786,3446,(株)ジェイテックコーポレーション,金属製品,0,"3,285.00",0.0,--,58.26,7.83,"1,285.56",495.59,33.87,4.64,0.00,0.00
787,3447,信和(株),金属製品,0,"1,095.00",0.0,4.02,11.43,1.19,"17,512.22","1,894.78",11.21,3.70,44.00,46.23
788,3449,(株)テクノフレックス,金属製品,0,"1,178.00",0.0,--,15.85,1.24,"19,858.99","2,109.13",9.85,1.91,0.00,0.00
789,3451,トーセイ・リート投資法人,REIT銘柄一覧,0,"137,800.00",0.0,5.61,17.37,1.30,"5,259.22","2,293.59",51.96,1.16,"7,727.00",97.45
790,3452,(株)ビーロット,不動産業,0,"1,782.00",0.0,3.37,7.16,2.35,"20,267.98","2,826.15",16.28,3.58,50.00,20.13
791,3453,ケネディクス商業リート投資法人,REIT銘柄一覧,0,"271,100.00",0.0,4.78,20.94,1.18,"17,024.69","6,573.76",45.61,1.93,"12,963.00",100.15
792,3454,ファーストブラザーズ(株),不動産業,0,"1,180.00",0.0,1.78,7.59,1.02,"19,838.42","2,812.94",16.98,11.95,21.00,13.48
793,3455,ヘルスケア＆メディカル投資法人,REIT銘柄一覧,0,"135,700.00",0.0,4.51,21.53,1.26,"3,309.88","1,587.67",55.49,0.28,"6,119.00",109.44
794,3457,(株)ハウスドゥ,不動産業,0,"1,223.00",0.0,2.78,12.23,2.11,"31,546.11","2,854.40",9.52,1.54,34.00,35.84
795,3458,(株)シーアールイー,不動産業,0,"1,165.00",0.0,1.80,42.09,1.67,"23,941.98","1,350.24",6.71,4.13,21.00,75.67
796,3459,サムティ・レジデンシャル投資法人,REIT銘柄一覧,0,"111,400.00",0.0,5.28,22.79,1.23,"6,104.51","2,332.86",49.33,0.42,"4,833.00",119.03
797,3461,(株)パルマ,不動産業,0,"1,025.00",0.0,0.78,20.42,3.26,"4,391.82",485.10,11.50,1.84,8.00,14.70
798,3462,野村不動産マスターファンド投資法人,REIT銘柄一覧,0,"200,600.00",0.0,2.94,38.25,1.52,"72,045.72","23,254.60",39.37,0.93,"5,897.00",120.90
799,3463,いちごホテルリート投資法人,REIT銘柄一覧,0,"119,300.00",0.0,7.24,13.81,0.94,"4,229.56","2,205.04",60.66,0.81,"8,641.00",100.00
800,3464,プロパティエージェント(株),不動産業,0,"1,085.00",0.0,1.47,8.80,1.49,"21,534.35","1,381.37",8.02,2.57,16.00,17.05
801,3465,ケイアイスター不動産(株),不動産業,0,"1,729.00",0.0,4.86,7.09,1.57,"103,118.90","5,743.94",5.76,1.29,84.00,34.54
802,3466,ラサールロジポート投資法人,REIT銘柄一覧,0,"182,200.00",0.0,3.06,31.70,1.81,"12,734.79","6,472.72",56.26,1.94,"5,578.00",106.02
803,3467,アグレ都市デザイン(株),不動産業,0,519.00,0.0,3.28,12.13,1.14,"15,713.78",363.51,3.56,1.56,17.00,46.37
804,3468,スターアジア不動産投資法人,REIT銘柄一覧,0,"113,500.00",0.0,6.47,15.10,1.12,"7,629.86","4,038.93",60.71,0.68,"7,345.00",98.96
805,3469,(株)デュアルタップ,不動産業,0,467.00,0.0,2.25,8.53,0.87,"9,543.35",288.40,4.45,2.03,10.50,19.06
806,3470,マリモ地方創生リート投資法人,REIT銘柄一覧,0,"129,100.00",0.0,4.63,21.22,1.35,"2,151.79",791.50,43.84,0.78,"5,967.00",100.00
807,3471,三井不動産ロジスティクスパーク投資法人,REIT銘柄一覧,0,"515,000.00",0.0,2.25,44.34,1.79,"8,250.05","3,724.11",47.02,0.95,"11,594.00",109.24
808,3472,大江戸温泉リート投資法人,REIT銘柄一覧,0,"90,500.00",0.0,5.31,18.93,1.00,"2,875.15","1,126.90",48.55,0.34,"4,805.00",100.51
809,3473,さくら総合リート投資法人,REIT銘柄一覧,0,"94,700.00",0.0,5.62,--,1.05,--,--,--,0.89,--,--
810,3474,Ｇ−ＦＡＣＴＯＲＹ(株),不動産業,0,364.00,0.0,--,16.17,1.46,"2,941.96",247.60,9.09,3.26,0.00,0.00
811,3475,(株)グッドコムアセット,不動産業,0,"2,028.00",0.0,2.32,13.49,2.08,"23,376.63","1,650.36",7.51,2.41,47.00,30.00
812,3476,投資法人みらい,REIT銘柄一覧,0,"60,600.00",0.0,4.95,20.19,1.35,"10,299.49","4,746.49",50.97,4.51,"2,999.25",99.99
813,3477,フォーライフ(株),不動産業,0,"1,163.00",0.0,2.58,16.99,0.98,"7,977.26",217.57,3.06,2.06,30.00,43.82
814,3478,森トラスト・ホテルリート投資法人,REIT銘柄一覧,0,"148,000.00",0.0,4.26,23.33,1.44,"4,731.92","3,174.26",71.22,0.23,"6,345.00",100.00
815,3479,(株)ティーケーピー,不動産業,0,"3,680.00",0.0,--,64.71,11.22,"35,523.00","3,152.00",9.53,1.80,0.00,0.00
816,3480,(株)ジェイ・エス・ビー,不動産業,0,"5,280.00",0.0,1.04,11.28,1.71,"42,667.70","3,338.61",8.01,1.44,55.00,11.43
817,3481,三菱地所物流リート投資法人,REIT銘柄一覧,0,"408,500.00",0.0,2.37,41.99,1.62,"5,024.16","2,384.32",49.49,1.18,"9,693.00",113.65
818,3482,ロードスターキャピタル(株),不動産業,0,"1,020.00",0.0,0.93,16.07,3.68,"9,670.00","1,928.00",24.33,6.11,9.50,14.79
819,3484,(株)テンポイノベーション,不動産業,0,944.00,0.0,0.74,32.78,7.99,"8,229.19",714.23,8.91,2.24,7.00,24.48
820,3486,(株)グローバル・リンク・マネジメント,不動産業,0,722.00,0.0,1.73,7.53,1.77,"22,644.06","1,132.06",5.34,2.48,12.50,12.49
821,3487,CREロジスティクスファンド投資法人,REIT銘柄一覧,0,"147,200.00",0.0,3.78,26.15,1.38,"2,600.09","1,212.52",56.93,0.33,"5,238.00",113.33
822,3488,ザイマックス・リート投資法人,REIT銘柄一覧,0,"141,400.00",0.0,4.70,21.27,1.36,"2,660.81","1,486.85",59.50,0.80,"6,648.00",100.00
823,3489,(株)フェイスネットワーク,不動産業,0,"1,481.00",0.0,2.03,11.56,1.93,"14,164.35",926.10,7.24,2.33,30.00,23.41
824,3490,(株)アズ企画設計,不動産業,0,"1,510.00",0.0,--,7.21,0.97,"5,296.87",239.85,5.39,3.35,0.00,0.00
825,3491,(株)ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業,0,"3,355.00",0.0,--,65.25,5.50,"39,286.48",899.67,2.74,2.02,0.00,0.00
826,3492,タカラレーベン不動産投資法人,REIT銘柄一覧,0,"132,200.00",0.0,6.12,16.36,1.36,"5,045.70","2,793.20",60.88,0.34,"8,091.00",100.15
827,3493,伊藤忠アドバンス・ロジスティクス投資法人,REIT銘柄一覧,0,"127,800.00",0.0,2.74,--,1.26,--,--,--,1.32,--,--
